-2	42	2	-2	78	15	-2	42	8	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	34	-2	13	72	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	34	-2	3	72	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	0	-2	3	34	-2	13	72	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0
-2	42	16	-2	42	1	-2	42	-128	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	50	-2	13	-56	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	18	-2	3	-20	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	100	-2	3	118	-2	13	-120	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0
-2	42	0	-2	42	32	-2	42	36	-2	42	100	-2	42	100	-2	42	68	-2	42	64	-2	42	50	-2	13	-56	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	16	-2	13	17	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-111	-2	13	-127	-2	13	-128	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0	-2	13	0
-2	42	0	-2	42	34	-2	41	-39	-2	41	-111	-2	41	-111	-2	41	-77	-2	42	72	-2	42	18	-2	13	-20	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	100	-2	13	68
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	16	-2	42	17	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-111	-2	42	-79	-2	42	-73	-2	38	-101	-2	42	-35	-2	42	-47	-2	42	-111	-2	42	-111	-2	42	-77	-2	41	-39	-2	41	-111	-2	41	-77	-2	42	-39	-2	42	-111	-2	42	-111	-2	42	-127
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	32	-2	42	38	-2	38	-119	-2	38	-112	-2	38	19	-2	42	76	-2	42	64	-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	0	-2	42	2	-2	38	-51	-2	38	-64	-2	38	0	-2	38	48	-2	38	55	-2	42	8	-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	32	-2	42	36	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	100	-2	42	68	-2	42	80	-2	42	19	-2	38	76	-2	38	96	-2	38	38	-2	42	-119	-2	42	-128	-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	34	-2	12	-39	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-77	-2	42	72	-2	42	16	-2	42	19	-2	38	110	-2	42	-119	-2	42	-128	-2	42	0	-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	12	-56	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	18	-2	42	-20	-2	42	100	-2	42	116	-2	42	101	-2	42	-28	-2	42	100	-2	42	68	-2	42	64	-2	42	50	-2	41	-56	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	12	-56	-2	12	0	-2	12	0	-2	12	0	-2	12	32	-2	12	36	-2	12	100	-2	12	100	-2	12	100	-2	12	100	-2	12	68	-2	12	64	-2	12	0	-2	12	16	-2	12	17	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-111	-2	12	-77	-2	42	72	-2	42	50	-2	41	-56	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0
-2	42	0	-2	42	50	-2	41	-56	-2	41	0	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	50	-2	12	-56	-2	12	0	-2	12	0	-2	12	0	-2	12	34	-2	14	-39	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-111	-2	14	-77	-2	12	72	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	0	-2	12	50	-2	42	-56	-2	42	50	-2	41	-56	-2	41	0	-2	41	50	-2	42	-56	-2	42	0	-2	42	0	-2	42	0
